iter	Passed	Remaining
169	59432	290172
170	59744	289640
171	60033	288999
172	60520	289311
173	60844	288835
174	61127	288170
175	61407	287500
176	61744	287094
177	62066	286623
178	62407	286238
179	62673	285510
180	63022	285167
181	63330	284637
182	63632	284086
183	63984	283759
184	64268	283128
185	64671	283022
186	65092	282996
187	65470	282775
188	65828	282468
189	66269	282518
190	66558	281916
191	66879	281449
192	67335	281551
193	67667	281133
194	68044	280901
195	68344	280352
196	68725	280133
197	69083	279823
198	69384	279281
199	69764	279059
200	70122	278744
201	70474	278409
202	70877	278271
203	71203	277833
204	71553	277487
205	71947	277311
206	72232	276715
207	72527	276162
208	72815	275582
209	73157	275211
210	73476	274752
211	73768	274196
212	74173	274058
213	74486	273580
214	74734	272868
215	75010	272259
216	75565	272661
217	75880	272196
218	76154	271584
219	76396	270859
220	76812	270754
221	77095	270182
222	77440	269828
223	77807	269549
224	78091	268982
225	78345	268316
226	78593	267631
227	78984	267437
228	79222	266726
229	79494	266134
230	79778	265581
231	80158	265352
232	80415	264715
233	80729	264269
234	81033	263790
235	81337	263313
236	81579	262638
237	81855	262074
238	82240	261862
239	82567	261464
240	82929	261176
241	83339	261039
242	83593	260413
243	83889	259918
244	84133	259268
245	84517	259049
246	84810	258551
247	85089	258013
248	85384	257526
249	85746	257238
250	86024	256701
251	86315	256207
252	86561	255577
253	87052	255673
254	87330	255142
255	87578	254524
256	87840	253951
257	88183	253614
258	88409	252940
259	88670	252368
260	88951	251858
261	89378	251761
262	89671	251285
263	89994	250894
264	90404	250744
265	90692	250256
266	91037	249927
267	91338	249477
268	91734	249286
269	92012	248773
270	92295	248278
271	92546	247697
272	92961	247555
273	93232	247033
274	93526	246570
275	93955	246463
276	94268	246050
277	94528	245501
278	94809	245008
279	95233	244885
280	95483	244314
281	95728	243733
282	96040	243325
283	96481	243242
284	96715	242637
285	97069	242333
286	97406	241989
287	97681	241491
288	97987	241070
289	98252	240548
290	98805	240731
291	99114	240319
292	99414	239883
293	99676	239358
294	100109	239244
295	100434	238871
296	100777	238541
297	101248	238511
298	101544	238070
299	101845	237638
300	102116	237140
301	102507	236922
302	102807	236490
303	103072	235980
304	103460	235753
305	103823	235468
306	104074	234929
307	104343	234434
308	104716	234171
309	104994	233696
310	105283	233249
311	105573	232802
312	106066	232803
313	106372	232392
314	106620	231857
315	106855	231295
316	107562	231751
317	107844	231289
318	108119	230813
319	108507	230579
320	108985	230533
321	109291	230122
322	109634	229791
323	110136	229791
324	110421	229336
325	110727	228928
326	110973	228394
327	111399	228232
328	111613	227637
329	111829	227048
330	112072	226515
331	112530	226416
332	112886	226111
333	113169	225661
334	113473	225253
335	113951	225189
336	114304	224878
337	114615	224483
338	115046	224324
339	115340	223895
340	115550	223307
341	115766	222731
342	116022	222236
343	116600	222354
344	116863	221870
345	117180	221492
346	117368	220868
347	117773	220656
348	118004	220117
349	118238	219586
350	118560	219218
351	118939	218956
352	119181	218443
353	119480	218035
354	119761	217595
355	120161	217370
356	120471	216984
357	120760	216559
358	121093	216214
359	121542	216076
360	121830	215649
361	122082	215162
362	122349	214702
363	122772	214515
364	123039	214055
365	123288	213565
366	123536	213074
367	124255	213394
368	124551	212986
369	124843	212570
370	125134	212154
371	125554	211957
372	125819	211497
373	126122	211104
374	126592	210987
375	126877	210561
376	127169	210150
377	127474	209760
378	127996	209724
379	128317	209359
380	128543	208840
381	129063	208799
382	129337	208358
383	129629	207947
384	129893	207491
385	130345	207336
386	130617	206894
387	130853	206397
388	131181	206046
389	131756	206080
390	132062	205692
391	132363	205297
392	132655	204890
393	133106	204726
394	133381	204292
395	133632	203824
396	133879	203349
397	134396	203283
398	134642	202806
399	134943	202415
400	135276	202071
401	135816	202034
402	136084	201594
403	136353	201155
404	136693	200821
405	137088	200568
406	137407	200202
407	137655	199735
408	138336	199895
409	138616	199472
410	138881	199029
411	139138	198576
412	139565	198365
413	139903	198027
414	140205	197639
415	140497	197237
416	140952	197062
417	141242	196657
418	141535	196257
419	142025	196130
420	142317	195728
421	142597	195310
422	142922	194956
423	143570	195038
424	143848	194618
425	144124	194196
426	144447	193836
427	144809	193530
428	145092	193118
429	145352	192676
430	145916	192637
431	146214	192245
432	146567	191926
433	146842	191503
434	147287	191303
435	147621	190960
436	147921	190571
437	148330	190323
438	148669	189985
439	148999	189635
440	149287	189232
441	150004	189372
442	150302	188980
443	150639	188639
444	151176	188546
445	151506	188193
446	151795	187791
447	152094	187401
448	152597	187263
449	152919	186902
450	153221	186515
451	153835	186507
452	154129	186112
453	154490	185797
454	155091	185768
455	155389	185377
456	155792	185110
457	156367	185046
458	156741	184742
459	157057	184371
460	157399	184031
461	158124	184136
462	158443	183766
463	158760	183395
464	159349	183337
465	159695	182999
466	160025	182641
467	160655	182624
468	160967	182247
469	161333	181929
470	161906	181844
471	162208	181453
472	162567	181126
473	162897	180768
474	163722	180956
475	164074	180619
476	164317	180163
477	164988	180175
478	165339	179836
479	165673	179479
480	166331	179471
481	166707	179158
482	167011	178767
483	167664	178749
484	168118	178517
485	168497	178204
486	169404	178448
487	169771	178121
488	170118	177772
489	170828	177801
490	171216	177493
491	171567	177147
492	172254	177146
493	172669	176863
494	173017	176512
495	173750	176552
496	174128	176230
497	174459	175860
498	175340	176043
499	175743	175743
500	176265	175562
501	176791	175382
502	177182	175069
503	177783	174962
504	178186	174658
505	178558	174324
506	179242	174293
507	179682	174022
508	180102	173733
509	180858	173765
510	181276	173472
511	181606	173093
512	182204	172969
513	182551	172607
514	182912	172257
515	183475	172097
516	183817	171729
517	184193	171392
518	184821	171289
519	185191	170945
520	185551	170593
521	186222	170525
522	186587	170176
523	186946	169822
524	187668	169795
525	188053	169462
526	188525	169208
527	189182	169117
528	189528	168748
529	189978	168471
530	190594	168340
531	190958	167985
532	191407	167706
533	192171	167699
534	192605	167404
535	193400	167421
536	193753	167053
537	194091	166673
538	194738	166557
539	195147	166236
540	195584	165939
541	196303	165880
542	196699	165546
543	197093	165210
544	197691	165045
545	198105	164724
546	198731	164580
547	199378	164450
548	199766	164107
549	200219	163816
550	200749	163587
551	201113	163222
552	201710	163046
553	202251	162823
554	202667	162499
555	203605	162591
556	204022	162265
557	204417	161921
558	205097	161803
559	205484	161451
560	205823	161063
561	206495	160934
562	206863	160567
563	207408	160337
564	207932	160089
565	208338	159750
566	209272	159814
567	209646	159449
568	210049	159105
569	210712	158958
570	211109	158609
571	211500	158255
572	212150	158094
573	212541	157740
574	213251	157620
575	213798	157379
576	214192	157025
577	214961	156944
578	215368	156597
579	215770	156247
580	216610	156213
581	217007	155857
582	217398	155498
583	218099	155358
584	218507	155009
585	218905	154653
586	219813	154655
587	220231	154311
588	220833	154096
589	221285	153774
590	221674	153409
591	222463	153319
592	222933	153008
593	223347	152658
594	224309	152681
595	224720	152327
596	225236	152043
597	225922	151874
598	226413	151572
599	227052	151368
600	227465	151013
601	227854	150641
602	228685	150560
603	229104	150207
604	229696	149966
605	230192	149663
606	230587	149293
607	231291	149122
608	231717	148770
609	232145	148420
610	232902	148279
611	233359	147946
612	234064	147770
613	234647	147514
614	235098	147175
615	235858	147028
616	236313	146690
617	236884	146423
618	237497	146181
619	237928	145827
620	238804	145743
621	239255	145399
622	239741	145076
623	240512	144924
624	240949	144569
625	241684	144392
626	242122	144037
627	242522	143659
628	243539	143645
629	244003	143303
630	244676	143083
631	245152	142747
632	245601	142394
633	246449	142272
634	246870	141902
635	247569	141690
636	248065	141362
637	248477	140985
638	249357	140873
639	249804	140514
640	250217	140137
641	251177	140064
642	251603	139692
643	252236	139435
644	252813	139145
645	253249	138777
646	254453	138828
647	254909	138469
648	255385	138120
649	256116	137909
650	256557	137539
651	257654	137521
652	258078	137141
653	258499	136759
654	259256	136554
655	259700	136184
656	260413	135953
657	260851	135579
658	261296	135208
659	262070	135006
660	262449	134599
661	262865	134212
662	263774	134075
663	264255	133719
664	265085	133539
665	265553	133175
666	266068	132834
667	266757	132580
668	267227	132215
669	268087	132043
670	268524	131661
671	268927	131262
672	269733	131059
673	270150	130666
674	271236	130595
675	271766	130254
676	272188	129862
677	272993	129651
678	273412	129256
679	273831	128861
680	274575	128618
681	275011	128231
682	275907	128056
683	276329	127661
684	276746	127263
685	277492	127015
686	277946	126633
687	278627	126354
688	279131	125993
689	279569	125603
690	280577	125467
691	280984	125062
692	281402	124661
693	282141	124402
694	282550	123997
695	283129	123665
696	283690	123325
697	284136	122935
698	285142	122786
699	285583	122392
700	285995	121986
701	286698	121703
702	287158	121317
703	287948	121069
704	288403	120679
705	288846	120284
706	289770	120088
707	290211	119691
708	290735	119328
709	291315	118987
710	291701	118567
711	292420	118282
712	292823	117868
713	293241	117461
714	294108	117232
715	294514	116818
716	295001	116437
717	295631	116111
718	296018	115690
719	296728	115394
720	297225	115014
721	297638	114603
722	298663	114425
723	299082	114014
724	299495	113601
725	300343	113352
726	300738	112932
727	301355	112594
728	301911	112233
729	302370	111835
730	303442	111663
731	303897	111262
732	304520	110923
733	305123	110576
734	305560	110167
735	306423	109912
736	306901	109518
737	307340	109110
738	308420	108927
739	308889	108528
740	309710	108252
741	310109	107827
742	310515	107405
743	311313	107118
744	311726	106698
745	312130	106274
746	313020	106016
747	313453	105601
748	314065	105247
749	314644	104881
750	315067	104463
751	315844	104161
752	316318	103759
753	316942	103405
754	317759	103113
755	318149	102683
756	318789	102332
757	319319	101946
758	319728	101521
759	320694	101272
760	321114	100849
761	321506	100418
762	322435	100153
763	322869	99734
764	323298	99313
765	324222	99044
766	324641	98619
767	325317	98273
768	326080	97951
769	326524	97533
770	327475	97265
771	327959	96858
772	328385	96433
773	329090	96090
774	329510	95664
775	330445	95386
776	330879	94962
777	331296	94534
778	332105	94217
779	332522	93788
780	332928	93356
781	333904	93083
782	334344	92660
783	335026	92303
784	335653	91930
785	336093	91506
786	336925	91188
787	337377	90766
788	338053	90404
789	338874	90080
790	339320	89656
791	340136	89328
792	340568	88899
793	341000	88471
794	341949	88175
795	342375	87744
796	342751	87300
797	343560	86966
798	343984	86534
799	344612	86153
800	345322	85791
801	345768	85364
802	346917	85109
803	347410	84692
804	347847	84261
805	348778	83949
806	349219	83518
807	350104	83193
808	350701	82798
809	351154	82369
810	352259	82092
811	352747	81670
812	353519	81313
813	354127	80918
814	354589	80489
815	355807	80231
816	356271	79801
817	356964	79422
818	357590	79027
819	358016	78589
820	358896	78249
821	359329	77811
822	359738	77367
823	360534	77007
824	360938	76562
825	361395	76129
826	362117	75751
827	362531	75308
828	363450	74969
829	364022	74558
830	364443	74116
831	365242	73750
832	365671	73309
833	366186	72886
834	367112	72543
835	367548	72102
836	368376	71738
837	368839	71303
838	369300	70866
839	370142	70503
840	370624	70070
841	371661	69741
842	372071	69294
843	372534	68857
844	373447	68502
845	373888	68060
846	374482	67645
847	375599	67324
848	376049	66882
849	376837	66500
850	377258	66053
851	377656	65602
852	378727	65267
853	379144	64818
854	379545	64367
855	380500	64009
856	380960	63567
857	381527	63143
858	382290	62750
859	382728	62304
860	383792	61959
861	384234	61513
862	384674	61066
863	385542	60687
864	386000	60242
865	386915	59869
866	387632	59463
867	388073	59015
868	388960	58635
869	389431	58190
870	390051	57768
871	390754	57358
872	391207	56910
873	392380	56567
874	392849	56121
875	393295	55671
876	394200	55286
877	394640	54836
878	395619	54459
879	396213	54029
880	396665	53579
881	397561	53188
882	398030	52740
883	398847	52337
884	399784	51949
885	400242	51498
886	401197	51110
887	401671	50661
888	402117	50208
889	403299	49845
890	403744	49391
891	404374	48960
892	405151	48545
893	405598	48091
894	406707	47714
895	407181	47262
896	407651	46809
897	408514	46401
898	408947	45944
899	409697	45521
900	410306	45083
901	410759	44628
902	411818	44237
903	412262	43780
904	412872	43340
905	413735	42926
906	414177	42468
907	415258	42074
908	415712	41616
909	416163	41158
910	417023	40741
911	417477	40282
912	418340	39863
913	418936	39418
914	419400	38960
915	420322	38544
916	420785	38086
917	421413	37642
918	422304	37221
919	422762	36761
920	423726	36345
921	424194	35886
922	424750	35434
923	425589	35005
924	426045	34544
925	427316	34148
926	427751	33684
927	428162	33219
928	429219	32803
929	429650	32339
930	430086	31875
931	431337	31471
932	431787	31007
933	432421	30556
934	433121	30110
935	433555	29644
936	434619	29221
937	435061	28756
938	435480	28290
939	436320	27850
940	436761	27384
941	437407	26931
942	438335	26495
943	438804	26030
944	439646	25587
945	440165	25125
946	440585	24657
947	441803	24233
948	442262	23767
949	442698	23299
950	443655	22859
951	444108	22392
952	445145	21953
953	446020	21506
954	446464	21037
955	447386	20590
956	447839	20122
957	448293	19653
958	449573	19220
959	450021	18750
960	450602	18286
961	451543	17836
962	451989	17366
963	452833	16910
964	453404	16444
965	453839	15973
966	455027	15528
967	455493	15057
968	455982	14587
969	456878	14130
970	457329	13658
971	458309	13202
972	458995	12736
973	459433	12264
974	460518	11808
975	460965	11335
976	461416	10862
977	462604	10406
978	463073	9933
979	463844	9466
980	464510	8996
981	464956	8522
982	466031	8059
983	466509	7585
984	467016	7111
985	468210	6648
986	468671	6172
987	469474	5702
988	470114	5228
989	470577	4753
990	471835	4285
991	472299	3808
992	472886	3333
993	473697	2859
994	474144	2382
995	475053	1907
996	475704	1431
997	476162	954
998	477388	477
999	477831	0
